tau,accuracy,macro_f1,keyword_macro_f1
0.0,0.383078231292517,0.5794869001693536,0.9517100280249761
0.01,0.383078231292517,0.5794869001693536,0.9517100280249761
0.02,0.383078231292517,0.5794869001693536,0.9517100280249761
0.03,0.383078231292517,0.5794869001693536,0.9517100280249761
0.04,0.383078231292517,0.5794869001693536,0.9517100280249761
0.05,0.383078231292517,0.5794869001693536,0.9517100280249761
0.06,0.383078231292517,0.5794869001693536,0.9517100280249761
0.07,0.383078231292517,0.5794869001693536,0.9517100280249761
0.08,0.383078231292517,0.5794869001693536,0.9517100280249761
0.09,0.383078231292517,0.5794869001693536,0.9517100280249761
0.1,0.7748015873015873,0.7663982556554082,0.9523914923833591
0.11,0.8253968253968254,0.8074575133190461,0.9533060538941734
0.12,0.8518990929705216,0.8304518696571765,0.9526656922688357
0.13,0.8737244897959183,0.850431682200545,0.9526099440774864
0.14,0.8842120181405896,0.8606315218992534,0.9524874207341568
0.15,0.8945578231292517,0.8709259353605446,0.952677832414747
0.16,0.9020691609977324,0.8782524383000601,0.9528635098291313
0.17,0.9095804988662132,0.8857938105916427,0.9524585048474405
0.18,0.9151077097505669,0.891623141255316,0.9528125667220975
0.19,0.9203514739229025,0.8969667491168711,0.9529943342762023
0.2,0.9238945578231292,0.900784078705398,0.9529547708640577
0.21,0.9264455782312925,0.9037730708995126,0.9531094450569153
0.22,0.9299886621315193,0.9077189455280738,0.9534930433734514
0.23,0.9329648526077098,0.9107315860747898,0.9530774154153547
0.24,0.9342403628117913,0.9120251808645344,0.9526452605326707
0.25,0.9369331065759637,0.9149377302540033,0.9524511886664678
0.26,0.9379251700680272,0.9163995679231361,0.9528306938138016
0.27,0.9399092970521542,0.9184521005597398,0.9526263530317601
0.28,0.9417517006802721,0.9204628640597688,0.9523798245341627
0.29,0.9437358276643991,0.9225298730399376,0.9521850443764771
0.3,0.9450113378684807,0.9237933048451277,0.9519639922677892
0.31,0.9455782312925171,0.9243132853004185,0.951756472446478
0.32,0.9464285714285714,0.9252041923041436,0.951756472446478
0.33,0.9469954648526077,0.9258591177881219,0.9517128751664128
0.34,0.9477040816326531,0.9267875169022762,0.9516624336668039
0.35,0.9492630385487528,0.9284373513444883,0.9514668494345224
0.36,0.9505385487528345,0.929919346764882,0.9516498782457818
0.37,0.9508219954648526,0.93044057294781,0.9511963545391895
0.38,0.951530612244898,0.9313139046290018,0.9509649145955313
0.39,0.951672335600907,0.9313568592044605,0.950099005591811
0.4,0.9529478458049887,0.9329851678027291,0.9504647073532058
0.41,0.9529478458049887,0.9330594197676492,0.9504494911574012
0.42,0.9525226757369615,0.9326570911299572,0.9500390377050574
0.43,0.9533730158730159,0.9342426989866768,0.9505833778038442
0.44,0.953514739229025,0.9349123426481852,0.9511212271238731
0.45,0.9533730158730159,0.9345663686337055,0.9498621463564243
0.46,0.9528061224489796,0.934116819613311,0.9496101037167346
0.47,0.9519557823129252,0.9329712014404231,0.9487386462866173
0.48,0.9509637188208617,0.9317614303356395,0.9480526539045975
0.49,0.9508219954648526,0.9316088885555104,0.9475713748162642
0.5,0.9501133786848073,0.9305971788510424,0.946722119526406
0.51,0.9498299319727891,0.9302301098690277,0.9458562061724443
0.52,0.9499716553287982,0.9303529598743593,0.9451998318016285
0.53,0.9492630385487528,0.9292690057309744,0.9439207664788377
0.54,0.9489795918367347,0.929023414763741,0.9427678095431963
0.55,0.9482709750566893,0.9283340270723377,0.9424243869399417
0.56,0.947562358276644,0.9273333031549197,0.9417343927106069
0.57,0.9469954648526077,0.9265196875349613,0.9410653499125035
0.58,0.9464285714285714,0.9259287131450463,0.9412175794918383
0.59,0.9454365079365079,0.9243768522757599,0.9401136073322179
0.6,0.9448696145124716,0.9238588801636937,0.9400499682158958
0.61,0.9443027210884354,0.923060244803246,0.9395550657959302
0.62,0.9437358276643991,0.9220564940293713,0.9391063987116969
0.63,0.9433106575963719,0.9212881983595271,0.938474380103893
0.64,0.9430272108843537,0.9208296134016359,0.9382216377513855
0.65,0.941468253968254,0.9185569944189625,0.9375463424473127
0.66,0.9407596371882087,0.9175458148215125,0.9370586206521416
0.67,0.9404761904761905,0.9173566596575725,0.9373834704664257
0.68,0.9389172335600907,0.9147872205233747,0.9368738690907568
0.69,0.9379251700680272,0.9134050306224055,0.9362088546460121
0.7,0.9370748299319728,0.9123263204977258,0.9352538616539535
0.71,0.9367913832199547,0.9115183309475613,0.9346096592075558
0.72,0.9348072562358276,0.9083547844206189,0.9330276546436617
0.73,0.9338151927437641,0.906527843630367,0.9312934661071546
0.74,0.9325396825396826,0.904285908787377,0.9290878904488602
0.75,0.9325396825396826,0.9038730482662473,0.9288693220717305
0.76,0.9321145124716553,0.9031336134788979,0.9281804335903541
0.77,0.9311224489795918,0.9014439586313913,0.9272565871187585
0.78,0.9302721088435374,0.9001138729852914,0.9271623573731815
0.79,0.9295634920634921,0.8991654686221819,0.9262446562289124
0.8,0.9275793650793651,0.8959282643536612,0.9260744913027661
0.81,0.925453514739229,0.8922939093899752,0.9235966841196651
0.82,0.9238945578231292,0.8896965630442536,0.9217722379714782
0.83,0.923327664399093,0.888588846909463,0.9215095180231128
0.84,0.9217687074829932,0.8858101603945426,0.9203467324155264
0.85,0.91921768707483,0.8800617844081478,0.9194361948792673
0.86,0.9178004535147393,0.8769141261579009,0.9185223167754394
0.87,0.9159580498866213,0.8732153582277489,0.9162374454704961
0.88,0.9139739229024944,0.8696898684645458,0.9139311739077774
0.89,0.9122732426303855,0.8660516329178763,0.911612499140926
0.9,0.9098639455782312,0.8605927471316783,0.9088608547913257
0.91,0.907312925170068,0.8554203266847556,0.9059303790535017
0.92,0.9044784580498866,0.8506519539861425,0.901928183776439
0.93,0.9007936507936508,0.8436180420702745,0.8972370456055666
0.94,0.8962585034013606,0.8334364833828333,0.8917427055031911
0.95,0.8924319727891157,0.8266214194937335,0.8862460041408257
0.96,0.88718820861678,0.8173840638320499,0.8780158946093021
0.97,0.8801020408163265,0.8049247782979593,0.8668380206311053
0.98,0.8696145124716553,0.786607054945966,0.8486059584859331
0.99,0.8509070294784581,0.7533774600950678,0.8150694932884459
1.0,0.6055839002267573,0.09508667232885082,0.03889687984584594
